#,Number,Name,Type,Type1,Type2,Total,HP,Atk,Def,SpAk,SpDf,Spd,Generation,Legendary,MegaEvolution,FinalEvolution
258,212,Scizor,Bug Steel,Bug,Steel,500,70,130,100,55,80,65,2,FALSE,FALSE,TRUE
259,212,Mega Scizor,Bug Steel,Bug,Steel,600,70,150,140,65,100,75,2,FALSE,TRUE,TRUE
260,213,Shuckle,Bug Rock,Bug,Rock,505,20,10,230,10,230,5,2,FALSE,FALSE,TRUE
261,214,Heracross,Bug Fighting,Bug,Fighting,500,80,125,75,40,95,85,2,FALSE,FALSE,TRUE
262,214,Mega Heracross,Bug Fighting,Bug,Fighting,600,80,185,115,40,105,75,2,FALSE,TRUE,TRUE
263,215,Sneasel,Dark Ice,Dark,Ice,430,55,95,55,35,75,115,2,FALSE,FALSE,FALSE
264,216,Teddiursa,Normal,Normal,,330,60,80,50,50,50,40,2,FALSE,FALSE,FALSE
265,217,Ursaring,Normal,Normal,,500,90,130,75,75,75,55,2,FALSE,FALSE,TRUE
266,218,Slugma,Fire,Fire,,250,40,40,40,70,40,20,2,FALSE,FALSE,FALSE
267,219,Magcargo,Fire Rock,Fire,Rock,410,50,50,120,80,80,30,2,FALSE,FALSE,TRUE
268,220,Swinub,Ice Ground,Ice,Ground,250,50,50,40,30,30,50,2,FALSE,FALSE,FALSE
269,221,Piloswine,Ice Ground,Ice,Ground,450,100,100,80,60,60,50,2,FALSE,FALSE,TRUE
270,222,Corsola,Water Rock,Water,Rock,380,55,55,85,65,85,35,2,FALSE,FALSE,TRUE
271,222,Corsola,Ghost,Ghost,,410,60,55,100,65,100,30,8,FALSE,FALSE,FALSE
272,223,Remoraid,Water,Water,,300,35,65,35,65,35,65,2,FALSE,FALSE,FALSE
273,224,Octillery,Water,Water,,480,75,105,75,105,75,45,2,FALSE,FALSE,TRUE
274,225,Delibird,Ice Flying,Ice,Flying,330,45,55,45,65,45,75,2,FALSE,FALSE,TRUE
275,226,Mantine,Water Flying,Water,Flying,465,65,40,70,80,140,70,2,FALSE,FALSE,TRUE
276,227,Skarmory,Steel Flying,Steel,Flying,465,65,80,140,40,70,70,2,FALSE,FALSE,TRUE
277,228,Houndour,Dark Fire,Dark,Fire,330,45,60,30,80,50,65,2,FALSE,FALSE,FALSE
278,229,Houndoom,Dark Fire,Dark,Fire,500,75,90,50,110,80,95,2,FALSE,FALSE,TRUE
279,229,Mega Houndoom,Dark Fire,Dark,Fire,600,75,90,90,140,90,115,2,FALSE,TRUE,TRUE
280,230,Kingdra,Water Dragon,Water,Dragon,540,75,95,95,95,95,85,2,FALSE,FALSE,TRUE
281,231,Phanpy,Ground,Ground,,330,90,60,60,40,40,40,2,FALSE,FALSE,FALSE
282,232,Donphan,Ground,Ground,,500,90,120,120,60,60,50,2,FALSE,FALSE,TRUE
283,233,Porygon2,Normal,Normal,,515,85,80,90,105,95,60,2,FALSE,FALSE,FALSE
284,234,Stantler,Normal,Normal,,465,73,95,62,85,65,85,2,FALSE,FALSE,TRUE
285,235,Smeargle,Normal,Normal,,250,55,20,35,20,45,75,2,FALSE,FALSE,TRUE
286,236,Tyrogue,Fighting,Fighting,,210,35,35,35,35,35,35,2,FALSE,FALSE,FALSE
287,237,Hitmontop,Fighting,Fighting,,455,50,95,95,35,110,70,2,FALSE,FALSE,TRUE
288,238,Smoochum,Ice Psychic,Ice,Psychic,305,45,30,15,85,65,65,2,FALSE,FALSE,FALSE
289,239,Elekid,Electric,Electric,,360,45,63,37,65,55,95,2,FALSE,FALSE,FALSE
290,240,Magby,Fire,Fire,,365,45,75,37,70,55,83,2,FALSE,FALSE,FALSE
291,241,Miltank,Normal,Normal,,490,95,80,105,40,70,100,2,FALSE,FALSE,TRUE
292,242,Blissey,Normal,Normal,,540,255,10,10,75,135,55,2,FALSE,FALSE,TRUE
293,243,Raikou,Electric,Electric,,580,90,85,75,115,100,115,2,TRUE,FALSE,TRUE
294,244,Entei,Fire,Fire,,580,115,115,85,90,75,100,2,TRUE,FALSE,TRUE
295,245,Suicune,Water,Water,,580,100,75,115,90,115,85,2,TRUE,FALSE,TRUE
296,246,Larvitar,Rock Ground,Rock,Ground,300,50,64,50,45,50,41,2,FALSE,FALSE,FALSE
297,247,Pupitar,Rock Ground,Rock,Ground,410,70,84,70,65,70,51,2,FALSE,FALSE,FALSE
298,248,Tyranitar,Rock Dark,Rock,Dark,600,100,134,110,95,100,61,2,FALSE,FALSE,TRUE
299,248,Mega Tyranitar,Rock Dark,Rock,Dark,700,100,164,150,95,120,71,2,FALSE,TRUE,TRUE
300,249,Lugia,Psychic Flying,Psychic,Flying,680,106,90,130,90,154,110,2,TRUE,FALSE,TRUE
301,250,Ho-oh,Fire Flying,Fire,Flying,680,106,130,90,110,154,90,2,TRUE,FALSE,TRUE
302,251,Celebi,Psychic Grass,Psychic,Grass,600,100,100,100,100,100,100,2,FALSE,FALSE,TRUE
303,252,Treecko,Grass,Grass,,310,40,45,35,65,55,70,3,FALSE,FALSE,FALSE
304,253,Grovyle,Grass,Grass,,405,50,65,45,85,65,95,3,FALSE,FALSE,FALSE
305,254,Sceptile,Grass,Grass,,530,70,85,65,105,85,120,3,FALSE,FALSE,TRUE
306,254,Mega Sceptile,Grass Dragon,Grass,Dragon,630,70,110,75,145,85,145,3,FALSE,TRUE,TRUE
307,255,Torchic,Fire,Fire,,310,45,60,40,70,50,45,3,FALSE,FALSE,FALSE
308,256,Combusken,Fire Fighting,Fire,Fighting,405,60,85,60,85,60,55,3,FALSE,FALSE,FALSE
309,257,Blaziken,Fire Fighting,Fire,Fighting,530,80,120,70,110,70,80,3,FALSE,FALSE,TRUE
310,257,Mega Blaziken,Fire Fighting,Fire,Fighting,630,80,160,80,130,80,100,3,FALSE,TRUE,TRUE
311,258,Mudkip,Water,Water,,310,50,70,50,50,50,40,3,FALSE,FALSE,FALSE
312,259,Marshtomp,Water Ground,Water,Ground,405,70,85,70,60,70,50,3,FALSE,FALSE,FALSE
313,260,Swampert,Water Ground,Water,Ground,535,100,110,90,85,90,60,3,FALSE,FALSE,TRUE
314,260,Mega Swampert,Water Ground,Water,Ground,635,100,150,110,95,110,70,3,FALSE,TRUE,TRUE
315,261,Poochyena,Dark,Dark,,220,35,55,35,30,30,35,3,FALSE,FALSE,FALSE
316,262,Mightyena,Dark,Dark,,420,70,90,70,60,60,70,3,FALSE,FALSE,TRUE
317,263,Zigzagoon,Normal,Normal,,240,38,30,41,30,41,60,3,FALSE,FALSE,FALSE
318,263,Galarian Zigzagoon,Dark Normal,Dark,Normal,240,38,30,41,30,41,60,8,FALSE,FALSE,FALSE
319,263,Linoone,Normal,Normal,,420,78,70,61,50,61,100,3,FALSE,FALSE,TRUE
320,264,Galarian Linoon,Dark Normal,Dark,Normal,420,78,70,61,50,61,100,3,FALSE,FALSE,FALSE
321,265,Wurmple,Bug,Bug,,195,45,45,35,20,30,20,3,FALSE,FALSE,FALSE
322,266,Silcoon,Bug,Bug,,205,50,35,55,25,25,15,3,FALSE,FALSE,FALSE
323,267,Beautifly,Bug Flying,Bug,Flying,395,60,70,50,100,50,65,3,FALSE,FALSE,TRUE
324,268,Cascoon,Bug,Bug,,205,50,35,55,25,25,15,3,FALSE,FALSE,FALSE
325,269,Dustox,Bug Poison,Bug,Poison,385,60,50,70,50,90,65,3,FALSE,FALSE,TRUE
326,270,Lotad,Water Grass,Water,Grass,220,40,30,30,40,50,30,3,FALSE,FALSE,FALSE
327,271,Lombre,Water Grass,Water,Grass,340,60,50,50,60,70,50,3,FALSE,FALSE,FALSE
328,272,Ludicolo,Water Grass,Water,Grass,480,80,70,70,90,100,70,3,FALSE,FALSE,TRUE
329,273,Seedot,Grass,Grass,,220,40,40,50,30,30,30,3,FALSE,FALSE,FALSE
330,274,Nuzleaf,Grass Dark,Grass,Dark,340,70,70,40,60,40,60,3,FALSE,FALSE,FALSE
331,275,Shiftry,Grass Dark,Grass,Dark,480,90,100,60,90,60,80,3,FALSE,FALSE,TRUE
332,276,Taillow,Normal Flying,Normal,Flying,270,40,55,30,30,30,85,3,FALSE,FALSE,FALSE
333,277,Swellow,Normal Flying,Normal,Flying,430,60,85,60,50,50,125,3,FALSE,FALSE,TRUE
334,278,Wingull,Water Flying,Water,Flying,270,40,30,30,55,30,85,3,FALSE,FALSE,FALSE
335,279,Pelipper,Water Flying,Water,Flying,430,60,50,100,85,70,65,3,FALSE,FALSE,TRUE
336,280,Ralts,Psychic Fairy,Psychic,Fairy,198,28,25,25,45,35,40,3,FALSE,FALSE,FALSE
337,281,Kirlia,Psychic Fairy,Psychic,Fairy,278,38,35,35,65,55,50,3,FALSE,FALSE,FALSE
338,282,Gardevoir,Psychic Fairy,Psychic,Fairy,518,68,65,65,125,115,80,3,FALSE,FALSE,TRUE
339,282,Mega Gardevoir,Psychic Fairy,Psychic,Fairy,618,68,85,65,165,135,100,3,FALSE,TRUE,TRUE
340,283,Surskit,Bug Water,Bug,Water,269,40,30,32,50,52,65,3,FALSE,FALSE,FALSE
341,284,Masquerain,Bug Flying,Bug,Flying,414,70,60,62,80,82,60,3,FALSE,FALSE,TRUE
342,285,Shroomish,Grass,Grass,,295,60,40,60,40,60,35,3,FALSE,FALSE,FALSE
343,286,Breloom,Grass Fighting,Grass,Fighting,460,60,130,80,60,60,70,3,FALSE,FALSE,TRUE
344,287,Slakoth,Normal,Normal,,280,60,60,60,35,35,30,3,FALSE,FALSE,FALSE
345,288,Vigoroth,Normal,Normal,,440,80,80,80,55,55,90,3,FALSE,FALSE,FALSE
346,289,Slaking,Normal,Normal,,670,150,160,100,95,65,100,3,FALSE,FALSE,TRUE
347,290,Nincada,Bug Ground,Bug,Ground,266,31,45,90,30,30,40,3,FALSE,FALSE,FALSE
348,291,Ninjask,Bug Flying,Bug,Flying,456,61,90,45,50,50,160,3,FALSE,FALSE,TRUE
349,292,Shedinja,Bug Ghost,Bug,Ghost,236,1,90,45,30,30,40,3,FALSE,FALSE,TRUE
350,293,Whismur,Normal,Normal,,240,64,51,23,51,23,28,3,FALSE,FALSE,FALSE
351,294,Loudred,Normal,Normal,,360,84,71,43,71,43,48,3,FALSE,FALSE,FALSE
352,295,Exploud,Normal,Normal,,490,104,91,63,91,73,68,3,FALSE,FALSE,TRUE
353,296,Makuhita,Fighting,Fighting,,237,72,60,30,20,30,25,3,FALSE,FALSE,FALSE
354,297,Hariyama,Fighting,Fighting,,474,144,120,60,40,60,50,3,FALSE,FALSE,TRUE
355,298,Azurill,Normal Fairy,Normal,Fairy,190,50,20,40,20,40,20,3,FALSE,FALSE,FALSE
356,299,Nosepass,Rock,Rock,,375,30,45,135,45,90,30,3,FALSE,FALSE,FALSE
357,300,Skitty,Normal,Normal,,260,50,45,45,35,35,50,3,FALSE,FALSE,FALSE
358,301,Delcatty,Normal,Normal,,380,70,65,65,55,55,70,3,FALSE,FALSE,TRUE
359,302,Sableye,Dark Ghost,Dark,Ghost,380,50,75,75,65,65,50,3,FALSE,FALSE,TRUE
360,302,Mega Sableye,Dark Ghost,Dark,Ghost,480,50,85,125,85,115,20,3,FALSE,TRUE,TRUE
361,303,Mawile,Steel Fairy,Steel,Fairy,380,50,85,85,55,55,50,3,FALSE,FALSE,TRUE
362,303,Mega Mawile,Steel Fairy,Steel,Fairy,480,50,105,125,55,95,50,3,FALSE,TRUE,TRUE
363,304,Aron,Steel Rock,Steel,Rock,330,50,70,100,40,40,30,3,FALSE,FALSE,FALSE
364,305,Lairon,Steel Rock,Steel,Rock,430,60,90,140,50,50,40,3,FALSE,FALSE,FALSE
365,306,Aggron,Steel Rock,Steel,Rock,530,70,110,180,60,60,50,3,FALSE,FALSE,TRUE
366,306,Mega Aggron,Steel,Steel,,630,70,140,230,60,80,50,3,FALSE,TRUE,TRUE
367,307,Meditite,Fighting Psychic,Fighting,Psychic,280,30,40,55,40,55,60,3,FALSE,FALSE,FALSE
368,308,Medicham,Fighting Psychic,Fighting,Psychic,410,60,60,75,60,75,80,3,FALSE,FALSE,TRUE
369,308,Mega Medicham,Fighting Psychic,Fighting,Psychic,510,60,100,85,80,85,100,3,FALSE,TRUE,TRUE
370,309,Electrike,Electric,Electric,,295,40,45,40,65,40,65,3,FALSE,FALSE,FALSE
371,310,Manectric,Electric,Electric,,475,70,75,60,105,60,105,3,FALSE,FALSE,TRUE
372,310,Mega Manectric,Electric,Electric,,575,70,75,80,135,80,135,3,FALSE,TRUE,TRUE
373,311,Plusle,Electric,Electric,,405,60,50,40,85,75,95,3,FALSE,FALSE,TRUE
374,312,Minun,Electric,Electric,,405,60,40,50,75,85,95,3,FALSE,FALSE,TRUE
375,313,Volbeat,Bug,Bug,,400,65,73,55,47,75,85,3,FALSE,FALSE,TRUE
376,314,Illumise,Bug,Bug,,400,65,47,55,73,75,85,3,FALSE,FALSE,TRUE
377,315,Roselia,Grass Poison,Grass,Poison,400,50,60,45,100,80,65,3,FALSE,FALSE,FALSE
378,316,Gulpin,Poison,Poison,,302,70,43,53,43,53,40,3,FALSE,FALSE,FALSE
379,317,Swalot,Poison,Poison,,467,100,73,83,73,83,55,3,FALSE,FALSE,TRUE
380,318,Carvanha,Water Dark,Water,Dark,305,45,90,20,65,20,65,3,FALSE,FALSE,FALSE
381,319,Sharpedo,Water Dark,Water,Dark,460,70,120,40,95,40,95,3,FALSE,FALSE,TRUE
382,319,Mega Sharpedo,Water Dark,Water,Dark,560,70,140,70,110,65,105,3,FALSE,TRUE,TRUE
383,320,Wailmer,Water,Water,,400,130,70,35,70,35,60,3,FALSE,FALSE,FALSE
384,321,Wailord,Water,Water,,500,170,90,45,90,45,60,3,FALSE,FALSE,TRUE
385,322,Numel,Fire Ground,Fire,Ground,305,60,60,40,65,45,35,3,FALSE,FALSE,FALSE
386,323,Camerupt,Fire Ground,Fire,Ground,460,70,100,70,105,75,40,3,FALSE,FALSE,TRUE
387,323,Mega Camerupt,Fire Ground,Fire,Ground,560,70,120,100,145,105,20,3,FALSE,TRUE,TRUE
388,324,Torkoal,Fire,Fire,,470,70,85,140,85,70,20,3,FALSE,FALSE,TRUE
389,325,Spoink,Psychic,Psychic,,330,60,25,35,70,80,60,3,FALSE,FALSE,FALSE
390,326,Grumpig,Psychic,Psychic,,470,80,45,65,90,110,80,3,FALSE,FALSE,TRUE
391,327,Spinda,Normal,Normal,,360,60,60,60,60,60,60,3,FALSE,FALSE,TRUE
392,328,Trapinch,Ground,Ground,,290,45,100,45,45,45,10,3,FALSE,FALSE,FALSE
393,329,Vibrava,Ground Dragon,Ground,Dragon,340,50,70,50,50,50,70,3,FALSE,FALSE,FALSE
394,330,Flygon,Ground Dragon,Ground,Dragon,520,80,100,80,80,80,100,3,FALSE,FALSE,TRUE
395,331,Cacnea,Grass,Grass,,335,50,85,40,85,40,35,3,FALSE,FALSE,FALSE
396,332,Cacturne,Grass Dark,Grass,Dark,475,70,115,60,115,60,55,3,FALSE,FALSE,TRUE
397,333,Swablu,Normal Flying,Normal,Flying,310,45,40,60,40,75,50,3,FALSE,FALSE,FALSE
398,334,Altaria,Dragon Flying,Dragon,Flying,490,75,70,90,70,105,80,3,FALSE,FALSE,TRUE
399,334,Mega Altaria,Dragon Fairy,Dragon,Fairy,590,75,110,110,110,105,80,3,FALSE,TRUE,TRUE
400,335,Zangoose,Normal,Normal,,458,73,115,60,60,60,90,3,FALSE,FALSE,TRUE
401,336,Seviper,Poison,Poison,,458,73,100,60,100,60,65,3,FALSE,FALSE,TRUE
402,337,Lunatone,Rock Psychic,Rock,Psychic,440,70,55,65,95,85,70,3,FALSE,FALSE,TRUE
403,338,Solrock,Rock Psychic,Rock,Psychic,440,70,95,85,55,65,70,3,FALSE,FALSE,TRUE
404,339,Barboach,Water Ground,Water,Ground,288,50,48,43,46,41,60,3,FALSE,FALSE,FALSE
405,340,Whiscash,Water Ground,Water,Ground,468,110,78,73,76,71,60,3,FALSE,FALSE,TRUE
406,341,Corphish,Water,Water,,308,43,80,65,50,35,35,3,FALSE,FALSE,FALSE
407,342,Crawdaunt,Water Dark,Water,Dark,468,63,120,85,90,55,55,3,FALSE,FALSE,TRUE
408,343,Baltoy,Ground Psychic,Ground,Psychic,300,40,40,55,40,70,55,3,FALSE,FALSE,FALSE
409,344,Claydol,Ground Psychic,Ground,Psychic,500,60,70,105,70,120,75,3,FALSE,FALSE,TRUE
410,345,Lileep,Rock Grass,Rock,Grass,355,66,41,77,61,87,23,3,FALSE,FALSE,FALSE
411,346,Cradily,Rock Grass,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,FALSE,TRUE
412,347,Anorith,Rock Bug,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,FALSE,FALSE
413,348,Armaldo,Rock Bug,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,FALSE,TRUE
414,349,Feebas,Water,Water,,200,20,15,20,10,55,80,3,FALSE,FALSE,FALSE
415,350,Milotic,Water,Water,,540,95,60,79,100,125,81,3,FALSE,FALSE,TRUE
416,351,Castform,Normal,Normal,,420,70,70,70,70,70,70,3,FALSE,FALSE,TRUE
417,352,Kecleon,Normal,Normal,,440,60,90,70,60,120,40,3,FALSE,FALSE,TRUE
418,353,Shuppet,Ghost,Ghost,,295,44,75,35,63,33,45,3,FALSE,FALSE,FALSE
419,354,Banette,Ghost,Ghost,,455,64,115,65,83,63,65,3,FALSE,FALSE,TRUE
420,354,Mega Banette,Ghost,Ghost,,555,64,165,75,93,83,75,3,FALSE,TRUE,TRUE
421,355,Duskull,Ghost,Ghost,,295,20,40,90,30,90,25,3,FALSE,FALSE,FALSE
422,356,Dusclops,Ghost,Ghost,,455,40,70,130,60,130,25,3,FALSE,FALSE,FALSE
423,357,Tropius,Grass Flying,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,FALSE,TRUE
424,358,Chimecho,Psychic,Psychic,,425,65,50,70,95,80,65,3,FALSE,FALSE,TRUE
425,359,Absol,Dark,Dark,,465,65,130,60,75,60,75,3,FALSE,FALSE,TRUE
426,359,Mega Absol,Dark,Dark,,565,65,150,60,115,60,115,3,FALSE,TRUE,TRUE
427,360,Wynaut,Psychic,Psychic,,260,95,23,48,23,48,23,3,FALSE,FALSE,FALSE
428,361,Snorunt,Ice,Ice,,300,50,50,50,50,50,50,3,FALSE,FALSE,FALSE
429,362,Glalie,Ice,Ice,,480,80,80,80,80,80,80,3,FALSE,FALSE,TRUE
430,362,Mega Glalie,Ice,Ice,,580,80,120,80,120,80,100,3,FALSE,TRUE,TRUE
431,363,Spheal,Ice Water,Ice,Water,290,70,40,50,55,50,25,3,FALSE,FALSE,FALSE
432,364,Sealeo,Ice Water,Ice,Water,410,90,60,70,75,70,45,3,FALSE,FALSE,FALSE
433,365,Walrein,Ice Water,Ice,Water,530,110,80,90,95,90,65,3,FALSE,FALSE,TRUE
434,366,Clamperl,Water,Water,,345,35,64,85,74,55,32,3,FALSE,FALSE,FALSE
435,367,Huntail,Water,Water,,485,55,104,105,94,75,52,3,FALSE,FALSE,TRUE
436,368,Gorebyss,Water,Water,,485,55,84,105,114,75,52,3,FALSE,FALSE,TRUE
437,369,Relicanth,Water Rock,Water,Rock,485,100,90,130,45,65,55,3,FALSE,FALSE,TRUE
438,370,Luvdisc,Water,Water,,330,43,30,55,40,65,97,3,FALSE,FALSE,TRUE
439,371,Bagon,Dragon,Dragon,,300,45,75,60,40,30,50,3,FALSE,FALSE,FALSE
440,372,Shelgon,Dragon,Dragon,,420,65,95,100,60,50,50,3,FALSE,FALSE,FALSE
441,373,Salamence,Dragon Flying,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,FALSE,TRUE
442,373,Mega Salamence,Dragon Flying,Dragon,Flying,700,95,145,130,120,90,120,3,FALSE,TRUE,TRUE
443,374,Beldum,Steel Psychic,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,FALSE,FALSE
444,375,Metang,Steel Psychic,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,FALSE,FALSE
445,376,Metagross,Steel Psychic,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,FALSE,TRUE
446,376,Mega Metagross,Steel Psychic,Steel,Psychic,700,80,145,150,105,110,110,3,FALSE,TRUE,TRUE
447,377,Regirock,Rock,Rock,,580,80,100,200,50,100,50,3,TRUE,FALSE,TRUE
448,378,Regice,Ice,Ice,,580,80,50,100,100,200,50,3,TRUE,FALSE,TRUE
449,379,Registeel,Steel,Steel,,580,80,75,150,75,150,50,3,TRUE,FALSE,TRUE
450,380,Latias,Dragon Psychic,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,FALSE,TRUE
451,380,Mega Latias,Dragon Psychic,Dragon,Psychic,700,80,100,120,140,150,110,3,TRUE,TRUE,TRUE
452,381,Latios,Dragon Psychic,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,FALSE,TRUE
453,381,Mega Latios,Dragon Psychic,Dragon,Psychic,700,80,130,100,160,120,110,3,TRUE,TRUE,TRUE
454,382,Kyogre,Water,Water,,670,100,100,90,150,140,90,3,TRUE,FALSE,TRUE
455,382,Primal Kyogre,Water,Water,,770,100,150,90,180,160,90,3,TRUE,FALSE,TRUE
456,383,Groudon,Ground,Ground,,670,100,150,140,100,90,90,3,TRUE,FALSE,TRUE
457,383,Primal Groudon,Ground Fire,Ground,Fire,770,100,180,160,150,90,90,3,TRUE,FALSE,TRUE
458,384,Rayquaza,Dragon Flying,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,FALSE,TRUE
459,384,Mega Rayquaza,Dragon Flying,Dragon,Flying,780,105,180,100,180,100,115,3,TRUE,TRUE,TRUE
460,385,Jirachi,Steel Psychic,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,FALSE,TRUE
461,386,Deoxys Normal Form,Psychic,Psychic,,600,50,150,50,150,50,150,3,TRUE,FALSE,TRUE
462,386,Deoxys Attack Form,Psychic,Psychic,,600,50,180,20,180,20,150,3,TRUE,FALSE,TRUE
463,386,Deoxys Defense Form,Psychic,Psychic,,600,50,70,160,70,160,90,3,TRUE,FALSE,TRUE
464,386,Deoxys Speed Form,Psychic,Psychic,,600,50,95,90,95,90,180,3,TRUE,FALSE,TRUE
465,387,Turtwig,Grass,Grass,,318,55,68,64,45,55,31,4,FALSE,FALSE,FALSE
466,388,Grotle,Grass,Grass,,405,75,89,85,55,65,36,4,FALSE,FALSE,FALSE
467,389,Torterra,Grass Ground,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,FALSE,TRUE
468,390,Chimchar,Fire,Fire,,309,44,58,44,58,44,61,4,FALSE,FALSE,FALSE
469,391,Monferno,Fire Fighting,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,FALSE,FALSE
470,392,Infernape,Fire Fighting,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,FALSE,TRUE
471,393,Piplup,Water,Water,,314,53,51,53,61,56,40,4,FALSE,FALSE,FALSE
472,394,Prinplup,Water,Water,,405,64,66,68,81,76,50,4,FALSE,FALSE,FALSE
473,395,Empoleon,Water Steel,Water,Steel,530,84,86,88,111,101,60,4,FALSE,FALSE,TRUE
474,396,Starly,Normal Flying,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,FALSE,FALSE
475,397,Staravia,Normal Flying,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,FALSE,FALSE
476,398,Staraptor,Normal Flying,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,FALSE,TRUE
477,399,Bidoof,Normal,Normal,,250,59,45,40,35,40,31,4,FALSE,FALSE,FALSE
478,400,Bibarel,Normal Water,Normal,Water,410,79,85,60,55,60,71,4,FALSE,FALSE,TRUE
479,401,Kricketot,Bug,Bug,,194,37,25,41,25,41,25,4,FALSE,FALSE,FALSE
480,402,Kricketune,Bug,Bug,,384,77,85,51,55,51,65,4,FALSE,FALSE,TRUE
481,403,Shinx,Electric,Electric,,263,45,65,34,40,34,45,4,FALSE,FALSE,FALSE
482,404,Luxio,Electric,Electric,,363,60,85,49,60,49,60,4,FALSE,FALSE,FALSE
483,405,Luxray,Electric,Electric,,523,80,120,79,95,79,70,4,FALSE,FALSE,TRUE
484,406,Budew,Grass Poison,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,FALSE,FALSE
485,407,Roserade,Grass Poison,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,FALSE,TRUE
486,408,Cranidos,Rock,Rock,,350,67,125,40,30,30,58,4,FALSE,FALSE,FALSE
487,409,Rampardos,Rock,Rock,,495,97,165,60,65,50,58,4,FALSE,FALSE,TRUE
488,410,Shieldon,Rock Steel,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,FALSE,FALSE
489,411,Bastiodon,Rock Steel,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,FALSE,TRUE
490,412,Burmy,Bug,Bug,,224,40,29,45,29,45,36,4,FALSE,FALSE,FALSE
491,413,Wormadam Plant Cloak,Bug Grass,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,FALSE,FALSE
492,413,Wormadam Sandy Cloak,Bug Ground,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,FALSE,FALSE
493,413,Wormadam Trash Cloak,Bug Steel,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,FALSE,FALSE
494,414,Mothim,Bug Flying,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,FALSE,TRUE
495,415,Combee,Bug Flying,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,FALSE,FALSE
496,416,Vespiquen,Bug Flying,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,FALSE,TRUE
497,417,Pachirisu,Electric,Electric,,405,60,45,70,45,90,95,4,FALSE,FALSE,TRUE
498,418,Buizel,Water,Water,,330,55,65,35,60,30,85,4,FALSE,FALSE,FALSE
499,419,Floatzel,Water,Water,,495,85,105,55,85,50,115,4,FALSE,FALSE,TRUE
500,420,Cherubi,Grass,Grass,,275,45,35,45,62,53,35,4,FALSE,FALSE,FALSE
501,421,Cherrim,Grass,Grass,,450,70,60,70,87,78,85,4,FALSE,FALSE,TRUE
502,422,Shellos,Water,Water,,325,76,48,48,57,62,34,4,FALSE,FALSE,FALSE
503,423,Gastrodon,Water Ground,Water,Ground,475,111,83,68,92,82,39,4,FALSE,FALSE,TRUE
504,424,Ambipom,Normal,Normal,,482,75,100,66,60,66,115,4,FALSE,FALSE,TRUE
505,425,Drifloon,Ghost Flying,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,FALSE,FALSE
506,426,Drifblim,Ghost Flying,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,FALSE,TRUE
507,427,Buneary,Normal,Normal,,350,55,66,44,44,56,85,4,FALSE,FALSE,FALSE
508,428,Lopunny,Normal,Normal,,480,65,76,84,54,96,105,4,FALSE,FALSE,TRUE
509,428,Mega Lopunny,Normal Fighting,Normal,Fighting,580,65,136,94,54,96,135,4,FALSE,TRUE,TRUE
510,429,Mismagius,Ghost,Ghost,,495,60,60,60,105,105,105,4,FALSE,FALSE,TRUE
511,430,Honchkrow,Dark Flying,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,FALSE,TRUE
512,431,Glameow,Normal,Normal,,310,49,55,42,42,37,85,4,FALSE,FALSE,FALSE
513,432,Purugly,Normal,Normal,,452,71,82,64,64,59,112,4,FALSE,FALSE,TRUE
514,433,Chingling,Psychic,Psychic,,285,45,30,50,65,50,45,4,FALSE,FALSE,FALSE
515,434,Stunky,Poison Dark,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,FALSE,FALSE
516,435,Skuntank,Poison Dark,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,FALSE,TRUE
517,436,Bronzor,Steel Psychic,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,FALSE,FALSE
